I;II;III;IV;V;Hasła klasyfikacyjne;KA km;KA ki;Uwagi
4;42;422;4221;;Organizacja informacji turystycznej;B-5;Bc;
4;42;422;4222;;Zlecanie wytyczania szlaków turystycznych;B-5;Bc;
4;42;422;4223;;Współpraca z GOPR i zapewnienie bezpieczeństwa osób przebywających w górach;B-5;Bc;
4;42;422;4224;;Współpraca z WOPR i zapewnienie bezpieczeństwa osób pływających, kąpiących się oraz uprawiających sporty wodne;B-5;Bc;
4;42;422;4225;;Kategoryzacja pokoi gościnnych;B-5;Bc;
4;42;422;4226;;Programy spotkań, sprawozdania;A;Bc;
4;42;422;4227;;Współdziałanie z podmiotami branży turystycznej;BE-5;Bc;
4;42;422;4228;;Ewidencja obiektów noclegowych;B-5;Bc;
4;43;;;;OŚWIATA;;;
4;43;430;;;Przepisy prawne dotyczące oświaty;BE-10;Bc;Ustalenia własne – kat. A
4;43;431;;;System oświaty publicznej;;;
4;43;431;4310;;Ustalanie sieci przedszkoli publicznych i granic ich obwodów;A;Bc;
4;43;431;4311;;Ustalanie sieci szkół publicznych i granic ich obwodów;A;Bc;
4;43;431;4311;43110;Tworzenie i przekształcanie liceów ogólnokształcących i zawodowych;A;Bc;
4;43;431;4311;43111;Tworzenie i przekształcanie szkół specjalnych;A;Bc;
4;43;431;4311;43112;Tworzenie i przekształcanie zespołów szkół;A;Bc;
4;43;431;4311;43113;Tworzenie i przekształcanie innych placówek oświatowych;A;Bc;
4;43;431;4312;;Zezwolenia na założenie szkoły publicznej;A;Bc;
4;43;431;4313;;Organizacja innych placówek oświatowych;A;Bc;
4;43;431;4314;;Likwidacja przedszkoli publicznych;B-10;Bc;
4;43;431;4315;;Likwidacja szkół publicznych;A;Bc;
4;43;431;4316;;Likwidacja innych placówek oświatowych;BE-5;Bc;
4;43;431;4317;;Nadzór nad działalnością przedszkoli, szkół i innych placówek oświatowych;B-5;Bc;
4;43;431;4317;43170;Organizacja roku szkolnego;B-5;Bc;
4;43;431;4317;43171;Dni wolne od nauki;B-5;Bc;
4;43;431;4317;43172;Zajęcia pozalekcyjne, imprezy sportowe, turystyka i wypoczynek;B-5;Bc;
4;43;431;4317;43173;Eksperymenty naukowe, innowacje;A;Bc;
4;43;431;4317;43174;Porozumienia, umowy, działalność gospodarcza;B-5;Bc;
4;43;431;4317;43175;Druki szkolne;B-5;Bc;
4;43;431;4317;43176;Programy pracy i ich realizacja;B-5;Bc;
4;43;431;4317;43177;Uroczystości i święta w placówkach oświatowych;B-5;Bc;
4;43;431;4317;43178;Nadzór nad działalnością placówek oświatowych publicznych i niepublicznych w zakresie realizacji powierzonych zadań;B-10;Bc;
4;43;431;4318;;Określanie zasad udzielania dotacji publicznym szkołom i placówkom oświatowym;B-10;Bc;
4;43;431;4318;43180;Przekazanie dotacji publicznym szkołom i placówkom oświatowym;B-10;Bc;
4;43;431;4319;;Realizacja obowiązku szkolnego, informacje o stanie i zmianach w ewidencji dzieci i młodzieży ;B-5;Bc;
4;43;432;4319;43190;Niepubliczne szkoły i placówki oświatowe;;;
4;43;432;4320;;Ewidencja szkół i placówek niepublicznych;A;Bc;
4;43;432;4320;43200;Zaświadczenia o wpisaniu do rejestru niepublicznych placówek oświatowych;A;Bc;
4;43;432;4321;;Nadawanie i cofanie uprawnień szkoły publicznej;A;Bc;
4;43;432;4322;;Wydawanie decyzji o odmowie wpisu do ewidencji szkół i placówek niepublicznych;B-5;Bc;
4;43;432;4322;43220;Wydawanie decyzji o skreśleniu z rejestru niepublicznych placówek oświatowych;A;Bc;
4;43;432;4323;;Określanie zasad udzielania dotacji szkołom i placówkom niepublicznym;B-10;Bc;
4;43;432;4323;43230;Przekazanie dotacji niepublicznym szkołom i placówkom oświatowym;B-10;Bc;
4;43;433;4323;43231;Baza lokalowa, sprzęt;;;
4;43;433;4330;;Ewidencja obiektów szkolnych i placówek oświatowych;B-5;Bc;Inwestycje i remonty – zobacz hasła grupy 222 i 223
4;43;433;4331;;Wyposażenie szkół w sprzęt i pomoce naukowe;B-5;Bc;
4;43;433;4332;;Organizacja wyjazdów śródrocznych uczniów;B-5;Bc;
5;;;;;SPRAWY OBYWATELSKIE, URZĘDY STANU CYWILNEGO, SPRAWY WOJSKOWE, OBRONA CYWILNA, STRAŻ POŻARNA, KOMUNIKACJA, DROGOWNICTWO, ŁĄCZNOŚĆ;;;
5;50;;;;SPRAWY OBYWATELSKIE I SPOŁECZNE;;;
5;50;500;;;Przepisy prawne dotyczące spraw obywatelskich i społecznych;B-10;Bc;
5;50;501;;;Stowarzyszenia;;;
5;50;501;5010;;Nadzór nad stowarzyszeniami;A;Bc;
5;50;501;5011;;Ewidencja stowarzyszeń;A;Bc;
5;50;502;;;Sprawy społeczne;;;
5;50;502;5020;;Repatrianci – sprawy mienia i odszkodowań;BE-10;Bc;
5;50;502;5021;;Mniejszości narodowe;B-10;Bc;
5;50;502;5022;;Zbiórki publiczne – zezwolenia, nadzór;B-5;Bc;
5;50;502;5023;;Nadzór i decyzje w sprawach zgromadzeń i imprez masowych;B-5;Bc;
5;50;502;5024;;Zezwolenia na nabycie nieruchomości przez cudzoziemców;B-5;Bc;
5;50;502;5025;;Korespondencja z placówkami konsularnymi w sprawach obywatelstwa, zmiany imion i nazwisk, stanu cywilnego oraz w sprawach konwencji i umów międzynarodowych;B-10;Bc;
5;50;502;5026;;Odznaki, zezwolenia itp.;B-5;Bc;
5;50;502;5027;;Oświadczenia ostatniej woli spadkodawcy;A;Bc;
5;50;502;5028;;Zaświadczenia o stanie majątkowym i rodzinnym;B-5;Bc;W postępowaniu o zwolnienie od kosztów sądowych
5;50;502;5029;;Zmiany imion i nazwisk;B-50;Bc;
5;50;503;;;Obywatelstwo;;;
5;50;503;5030;;Nadanie i zmiana obywatelstwa;B-5;Bc;
5;50;503;5031;;Uznanie za obywatela polskiego;B-50;Bc;
5;50;503;5032;;Oświadczenia w sprawie wyboru, nabycia lub utraty obywatelstwa polskiego;B-50;Bc;
5;50;503;5033;;Stwierdzenie posiadania lub utraty obywatelstwa polskiego;B-5;Bc;
5;50;503;5034;;Sprawy różne dotyczące cudzoziemców;B-5;Bc;
5;51;;;;EWIDENCJA LUDNOŚCI, DOWODY TOŻSAMOŚCI, URZĘDY STANU CYWILNEGO;;;
5;51;510;;;Przepisy prawne dot. ewidencji ludności, dowodów tożsamości i urzędów stanu cywilnego;B-10;Bc;
5;51;511;;;Ewidencja ludności;;;
5;51;511;5110;;Rejestry, książki, wykazy, skorowidze meldunkowe, karty osobowe mieszkańców;B-50;Bc;Rejestry meldunkowe w obiektach zbiorowego zameldowania (hotele, pensjonaty, schroniska itp.) – B-2
5;51;511;5111;;Wykazy dzieci podlegających obowiązkowi szkolnemu ;B-5;Bc;
5;51;511;5112;;Wykazy osób zmarłych dla urzędów skarbowych;B-5;Bc;
5;51;511;5113;;Zgłoszenia: meldunkowe, dotyczące zameldowania i wymeldowania;B-5;Bc;
5;51;511;5114;;Nadzór nad wykonywaniem obowiązku meldunkowego;B-5;;
5;51;511;5115;;Decyzje w sprawach ewidencji ludności;B-5;Bc;
5;51;511;5115;51150;Decyzje dotyczące zameldowań;B-5;Bc;
5;51;511;5115;51151;Decyzja dotyczące wymeldowań;B-5;Bc;
5;51;511;5115;51152;Decyzje dotyczące charakteru pobytu;B-5;Bc;
5;51;511;5115;51153;Decyzje dotyczące wpisania do rejestru wyborców;B-5;Bc;
5;51;511;5115;51154;Decyzje dotyczące skreśleń z rejestru wyborców;B-5;Bc;
5;51;511;5116;;Odwołania od decyzji meldunkowych;B-5;Bc;
5;51;511;5117;;Szczególne przepisy meldunkowe;B-5;Bc;Wytyczne i zalecenia uprawnionych organów w sprawach postępowania w zakresie ewidencji ludności
5;51;511;5118;;Udostępnianie danych osobowych;B-5;Bc;
5;51;511;5118;51180;Udostępnianie danych;B-5;Bc;
5;51;511;5118;51181;Decyzje dotyczące odmowy udzielenia informacji osobowych;B-5;Bc;
5;51;511;5119;;Informacje przekazywane w systemie PESEL, dla WKU i innych organów i urzędów;B-5;Bc;
5;51;512;5120;;Sprawy różne dotyczące ewidencji ludności;;;
5;51;512;5120;51200;Dowody osobiste;;;
5;51;512;5120;51201;Rejestry wydanych i utraconych dowodów tożsamości;B-50;Bc;
5;51;512;5121;;Nadzór nad wydawaniem dowodów osobistych;B-10;Bc;
5;51;512;5122;;Dokumentacja wydanych dowodów osobistych (koperty dowodowe);B-10;Bc;Okres przechowywania liczy się od daty zgonu
5;51;512;5123;;Decyzje w sprawach dowodów osobistych;B-10;Bc;
5;51;512;5124;;Odwołanie decyzji w sprawach dowodów osobistych;B-5;Bc;
5;51;512;5125;;Informacja, zawiadomienia, zaświadczenia z zakresu wydawania dowodów osobistych;B-5;Bc;
5;51;512;5126;;Dokumentacja dotycząca pośrednictwa w wydawaniu dowodów osobistych;B-5;Bc;
5;51;512;5127;;Ustalanie tożsamości osób legitymujących się jednakowymi danymi;B-5;Bc;
5;51;512;5128;;Nadzór nad wydawaniem dokumentów tożsamości;B-10;Bc;
5;51;512;5129;;Informacje i zaświadczenia – sprawy różne;B-5;Bc;
5;51;513;;;Urzędy stanu cywilnego;;;
5;51;513;5130;;Rejestracja urodzeń, księgi, akty, skorowidze i akta zbiorowe;A;Bc;
5;51;513;5131;;Rejestracja małżeństw, księgi, akty, skorowidze i akta zbiorowe;A;Bc;
5;51;513;5132;;Rejestracja zgonów, księgi, akty, skorowidze i akta zbiorowe;A;Bc;
5;51;513;5133;;Zaświadczenia o zdolności prawnej do zawarcia małżeństwa za granicą;B-5;Bc;
5;51;513;5134;;Wnioski w sprawach unieważnienia aktów stanu cywilnego dotyczące tego samego zdarzenia;B-5;Bc;
5;51;513;5135;;Postępowanie i decyzje  w sprawach sprostowania i uzupełnienia aktów stanu cywilnego;B-50;Bc;
5;51;513;5136;;Postępowanie w sprawach wyniesienia ksiąg s.c. poza lokal USC, udostępniania ksiąg s.c. i sporządzania odpisu księgi s.c.;B-5;Bc;
5;51;513;5137;;Odwołania w sprawach zmian imion i nazwisk;B-50;Bc;
5;51;513;5138;;Orzekanie o dostosowaniu imion i nazwisk do zasad pisowni polskiej;B-50;Bc;
5;51;513;5139;;Ustalenia brzmienia i pisowni imion i nazwisk;B-50;Bc;
5;51;514;;;Wydawanie odpisów i zaświadczeń z ksiąg s.c.;;;
5;51;514;5140;;Odpisy zupełne aktów s.c.;B-5;Bc;
5;51;514;5141;;Skrócone odpisy aktów s.c.;B-5;Bc;
5;51;514;5142;;Zaświadczenia o wpisach dokonanych w księgach s.c. lub ich braku;B-5;Bc;
5;51;514;5143;;Zaświadczenia o zaginięciu lub zniszczeniu ksiąg s.c.;B-5;Bc;
5;51;514;5144;;Kopie aktów s.c.;B-5;Bc;
5;51;514;5145;;Wnioski w sprawach o nadanie medalu 50-lecia pożycia małżeńskiego;B-5;Bc;
5;51;515;;;Wpisywanie zagranicznych aktów s.c., odtwarzanie treści aktów s.c., statystyka;;;
5;51;515;5150;;Wpisywanie treści zagranicznych aktów s.c. do polskich ksiąg s.c.;A;Bc;
5;51;515;5151;;Odtwarzanie treści aktów s.c. w razie zaginięcia lub zniszczenia księgi przed i po wejściu ustawy w życie;B-50;Bc;
5;51;515;5152;;Odtwarzanie treści aktów s.c. sporządzonych za granicą;B-50;Bc;
5;51;515;5153;;Statystyka urodzeń, małżeństw i zgonów;A;Bc;
5;51;515;5154;;Sprawy przekazywane do rozstrzygnięcia sądom opiekuńczym;B-10;Bc;
5;51;515;5155;;Poświadczenia dokumentów w celu odtworzenia akt sądowych;B-5;Bc;
5;51;515;5156;;Zawiadomienia o przypiskach do akt stanu cywilnego;B-10;Bc;
5;52;;;;SPRAWY WOJSKOWE, BEZPIECZEŃSTWO I PORZĄDEK PUBLICZNY, OCHRONA INFORMACJI NIEJAWNYCH;;;
5;52;520;;;Przepisy prawne dotyczące spraw wojskowych, bezpieczeństwa i porządku;B-10;Bc;
5;52;521;;;Sprawy wojskowe;;;
5;52;521;5210;;Komisje poborowe i lekarskie;B-5;Bc;
5;52;521;5210;52100;Działalność komisji;B-5;Bc;
5;52;521;5210;52101;Przygotowanie poboru, listy poborowych, książki orzeczeń lekarskich;B-5;Bc;
5;52;521;5210;52102;Postępowanie w sprawach orzecznictwa komisji;B-5;Bc;
5;52;521;5210;52103;Postępowanie w sprawach orzecznictwa komisji poborowych w zakresie służby zastępczej;B-5;Bc;
5;52;521;5210;52104;Zawiadomienie o ujęciu do listy poborowych i o zgłoszeniu do poboru;B-5;Bc;
5;52;521;5210;52105;Poszukiwanie poborowych i postępowanie przymuszające do zgłoszenia do poboru;B-5;Bc;
5;52;521;5211;;Organizacja poboru, rejestr przedpoborowych;B-5;Bc;
5;52;521;5211;52110;Organizacja poboru;B-5;Bc;
5;52;521;5211;52111;Przygotowanie rejestracji przedpoborowych i rejestry przedpoborowych;B-5;Bc;
5;52;521;5211;52112;Zawiadomienie o ujęciu do wykazu przedpoborowych i zgłoszeniu się do rejestracji;B-5;Bc;
5;52;521;5211;52113;Poszukiwania przedpoborowych i postępowanie przymuszające do zgłoszenia się do rejestracji przedpoborowych;B-5;Bc;
5;52;521;5212;;Ewidencja poborowych, którzy nie zgłosili się do poboru ;B-5;Bc;
5;52;521;5213;;Odroczenia zasadniczej służby wojskowej;B-5;Bc;
5;52;521;5214;;Zwolnienia ze służby wojskowej;B-5;Bc;
5;52;521;5215;;Zezwolenia na pobyt czasowy poborowych za granicą oraz decyzje o uznaniu poborowych i żołnierzy za posiadających na wyłącznym utrzymaniu (sprawujących opiekę) członków rodziny ;B-5;Bc;
5;52;521;5216;;Kontrole w zakładach pracy i szkołach w zakresie prowadzenia ewidencji osób podlegających obowiązkowi służby wojskowej;B-5;Bc;
5;52;521;5217;;Nadzór nad pracą powiatowych komisji poborowych;B-5;Bc;
5;52;521;5218;;Ćwiczenia wojskowe i mobilizacja;B-5;Bc;Doręczanie kart powołania
5;52;521;5219;;Współdziałanie w zakresie likwidacji niewypałów;B-5;Bc;
5;52;522;;;Bezpieczeństwo i porządek publiczny, ochrona informacji niejawnych;;;
5;52;522;5220;;Współdziałanie z organami ścigania i wymiaru sprawiedliwości;B-5;Bc;
5;52;522;5221;;Administrowanie przejściami granicznymi;B-5;Bc;
5;52;522;5222;;Zapobieganie klęskom żywiołowym;BE-5;Bc;
5;52;522;5223;;Nadzór i kontrola ochrony informacji niejawnych;B-5;Bc;
5;52;522;5224;;Zapewnienie bezpieczeństwa i porządku publicznego;B-5;Bc;
5;52;523;;;Straż gminna (miejska);;;
5;52;523;5230;;Organizacja straży, regulaminy wewnętrzne;A;Bc;
5;52;523;5231;;Ochrona porządku w miejscach publicznych;B-5;Bc;Plany, harmonogramy, dzienniki służb, raporty, uzgodnienia z organizatorami zgromadzeń i imprez
5;52;523;5232;;Kontrola ruchu drogowego;B-3;Bc;
5;52;523;5233;;Ochrona obiektów komunalnych i urządzeń użyteczności publicznej;B-3;Bc;
5;52;523;5234;;Informowanie o stanie i rodzajach zagrożeń;B-5;Bc;
5;52;523;5235;;Postępowanie mandatowe;B-5;Bc;
5;52;523;5236;;Biuro rzeczy znalezionych;B-5;Bc;
5;52;524;;;Ochrona danych osobowych;;;
5;52;524;5240;;Wnioski o zgłoszeniu zbioru danych osobowych do rejestracji;B-5;Bc;
5;52;524;5241;;Wnioski i informacje o zbieraniu, przetwarzaniu i udostępnianiu danych;B-5;Bc;
5;52;524;5242;;Organizacja zabezpieczenia danych osobowych;B-5;Bc;
5;53;;;;SPRAWY OBRONY, OBRONA CYWILNA;;;
5;53;530;;;Przepisy prawne dotyczące spraw obronnych i obrony cywilnej;B-10;Bc;
5;53;531;;;Terenowe komitety obrony;;;
5;53;531;5310;;Organizacja i struktura komitetów obrony;B-10;Bc;
5;53;531;5311;;Plany i programy działania komitetów obrony;A;Bc;
5;53;531;5312;;Nadzór nad komitetami obrony;B-10;Bc;
5;53;531;5313;;Obsługa administracyjno-biurowa komitetu obrony;B-5;Bc;
5;53;532;;;Obrona cywilna;;;
5;53;532;5320;;Organizacja formacji obrony cywilnej;B-10;Bc;
5;53;532;5321;;Baza służąca obronie cywilnej;B-50;Bc;
5;53;532;5322;;Plany obrony cywilnej (zbiorcze gminy);A;Bc;
5;53;532;5323;;Planowanie i organizowanie systemu ostrzegania ludności;A;Bc;
5;53;532;5324;;Ewakuacja załóg zakładów pracy i ludności;B-10;Bc;
5;53;532;5325;;Zaopatrzenie ludności w sprzęt i środki ochrony indywidualnej;B-10;Bc;
5;53;532;5326;;Nadzór nad organizacją i realizacją zadań obrony cywilnej oraz jej koordynowanie;B-3;Bc;
5;53;532;5327;;Zagrożenia nadzwyczajne i przeciwdziałanie ich skutkom;B-5;Bc;
5;53;532;5328;;Ochrona zbiorowa ludności;B-10;Bc;
5;53;532;5329;;Urządzenia specjalne;B-5;Bc;
5;53;533;;;Szkolenie obronne i ćwiczenia;;;
5;53;533;5330;;Szkolenie obronne i obrony cywilnej organów kierowania, kadry kierowniczej, formacji O.C. i jednostek organizacyjnych;B-5;Bc;
5;53;533;5331;;Ćwiczenia i treningi sprawdzające organów kierowania, formacji i systemów technicznych O.C.;B-5;Bc;
5;53;533;5332;;Szkolenie ludności w zakresie powszechnej samoobrony;B-5;Bc;
5;53;534;;;Ochrona zakładów pracy i obiektów użyteczności publicznej;;;
5;53;534;5340;;Ochrona ujęć i urządzeń wodnych;B-10;Bc;
5;53;534;5341;;Ochrona aparatury i dokumentacji naukowej, technicznej i technologicznej;B-10;Bc;
5;53;534;5342;;Zaciemnienie i wygaszanie oświetlenia;B-10;Bc;
5;53;534;5343;;Zabezpieczenie urządzeń i stanowisk pracy;B-10;Bc;
5;53;534;5344;;Ochrona płodów rolnych i produktów żywnościowych, zwierząt gospodarskich;B-10;Bc;
5;53;534;5345;;Przedsięwzięcia związane z ochroną dóbr kultury;B-10;Bc;
5;53;534;5346;;Gospodarka sprzętem O.C.;B-5;Bc;
5;53;534;5347;;Popularyzacja obronności i O.C.;B-5;Bc;
5;53;535;;;Świadczenia na rzecz obronności;;;Świadczenia osobiste i rzeczowe na rzecz obronności kraju
5;53;535;5350;;Wnioski w sprawie przeznaczenia do wykonania świadczeń osobistych i rzeczowych na rzecz obrony;B-10;Bc;
5;53;535;5351;;Decyzje w sprawie przeznaczenia do wykonania świadczeń osobistych na rzecz obrony;B-10;Bc;
5;53;535;5352;;Decyzje w sprawie przeznaczenia do wykonania świadczeń rzeczowych;B-10;Bc;
5;53;535;5353;;Decyzje w sprawie przeznaczenia do wykonania świadczeń rzeczowych na rzecz obrony ;B-10;Bc;
5;53;535;5354;;Decyzje uchylające wydane w sprawie przeznaczenia do wykonania świadczeń osobistych i rzeczowych na rzecz obrony;B-10;Bc;
5;53;535;5355;;Sprawy ogólno-wojskowe;B-10;Bc;
5;54;;;;OCHRONA PRZECIWPOŻAROWA, STRAŻE POŻARNE, SYSTEM RATOWNICZO-GAŚNICZY;;;
5;54;540;;;Przepisy prawne dotyczące ochrony przeciwpożarowej,  jednostek ochrony przeciwpożarowej oraz systemu ratowniczo-gaśniczego;B-10;Bc;
5;54;541;;;Sieć straży pożarnych,  innych jednostek ochrony przeciwpożarowej i podmiotów ratowniczych oraz ich organizacja;;;
5;54;541;5410;;Sieć i organizacja jednostek ochrony przeciwpożarowej i innych podmiotów ratowniczych;B-20;Bc;
5;54;541;5411;;Rejestr ochotniczych jednostek ochrony przeciwpożarowej;B-20;Bc;
5;54;541;5412;;Podmioty ratownicze spoza ochrony przeciwpożarowej;B-20;Bc;
5;54;541;5413;;Analiza i ocena stanu ochrony przeciwpożarowej;B-5;Bc;
5;54;541;5414;;Przedsięwzięcia zmniejszające zagrożenie pożarowe;B-5;Bc;
5;54;541;5415;;Kierunki działania jednostek ochrony przeciwpożarowej ;B-5;Bc;
5;54;541;5416;;Komendant Gminny Ochrony przeciwpożarowej;B-10;Bc;
5;54;541;5417;;Zabezpieczenie działalności ochotniczych jednostek ochrony przeciwpożarowej – sprawy różne;B-5;Bc;
5;54;542;;;Działalność jednostek ochrony przeciwpożarowej i innych podmiotów ratowniczych;;;
5;54;542;5420;;Plany operacyjne;B-5;Bc;
5;54;542;5421;;Punkty alarmowo-dyspozycyjne;B-5;Bc;
5;54;542;5422;;Meldunki i zestawienia dotyczące pożarów;B-5;Bc;
5;54;542;5423;;Analizy operacyjnej działalności straży pożarnych;B-10;Bc;
5;54;542;5424;;Szkolenie funkcjonariuszy straży pożarnych ;B-5;Bc;
5;54;542;5425;;Klęski żywiołowe, katastrofy, awarie;;;
5;54;542;5425;54250;Usuwanie skutków klęsk żywiołowych, katastrof, awarii;B-20;Bc;
5;54;542;5425;54251;Przywracanie do stanu przed klęską żywiołową, katastrofą i awarią;B-20;Bc;
5;54;543;;;Wyposażenie straży pożarnych;;;
5;54;543;5430;;Plany wyposażenia technicznego i ich realizacja;B-5;Bc;
5;54;543;5431;;Sprzęt i urządzenia pożarnicze;B-5;Bc;
5;54;543;5432;;Strażnice, urządzenia widne itp.;B-5;Bc;
5;54;543;5433;;Analizy i oceny stanu wyposażenia straży pożarnych;B-5;Bc;
5;54;544;;;Profilaktyka przeciwpożarowa;;;
5;54;544;5440;;Zapobieganie pożarom w zakładach produkcyjnych;B-5;Bc;
5;54;544;5441;;Zapobieganie pożarom w obiektach użyteczności publicznej;B-5;Bc;
5;54;544;5442;;Zapobieganie pożarom w budynkach mieszkalnych i indywidualnych gospodarstwach rolnych;B-5;Bc;
5;54;544;5443;;Zapobieganie pożarom w lasach, na torfowiskach, polach;B-5;Bc;
5;54;544;5444;;Propaganda przeciwpożarowa;B-5;Bc;
5;54;544;5445;;Nadzór nad działalnością kominiarzy;B-5;Bc;
5;54;544;5446;;Opiniowanie dokumentacji projektowych obiektów budowlanych;B-5;Bc;
5;55;;;;KOMUNIKACJA, DROGOWNICTWO, TRANSPORT;;;
5;55;550;;;Przepisy prawne dotyczące komunikacji, drogownictwa, transportu;B-10;Bc;
5;55;551;;;Bezpieczeństwo ruchu drogowego;;;
5;55;551;5510;;Nadzór nad organizacją ruchu na drogach publicznych;B-5;Bc;
5;55;551;5511;;Współpraca z właściwymi organami w zakresie bezpieczeństwa ruchu drogowego;B-5;Bc;
5;55;551;5512;;Znaki drogowe i sygnalizacja drogowa;B-5;Bc;
5;55;551;5513;;Wypadki drogowe;B-5;Bc;
5;55;551;5514;;Bezpieczeństwo ruchu na drogach gminnych;;;
5;55;551;5514;55140;Organizacja i bezpieczeństwo ruchu na drogach gminnych;B-5;Bc;
5;55;551;5514;55141;Nadzór nad organizacją ruchu na drogach gminnych;B-5;Bc;
5;55;551;5514;55142;Współpraca z właściwymi organami w zakresie bezpieczeństwa ruchu drogowego;B-5;Bc;
5;55;551;5514;55143;Oznakowania i urządzenia zabezpieczenia i organizacji ruchu drogowego (znaki drogowe i sygnalizacja drogowa, oznakowania nazw ulic);B-5;Bc;
5;55;551;5514;55144;Utrzymanie przejezdności w okresie zimowym;B-5;Bc;
5;55;551;5514;55145;Zezwolenia na przejazdy pojazdów nienormatywnych;B-5;Bc;
5;55;551;5515;;Bezpieczeństwo ruchu na drogach powiatowych;B-5;Bc;
5;55;551;5515;55150;Organizacja i bezpieczeństwo ruchu na drogach powiatowych;B-5;Bc;
5;55;551;5515;55151;Nadzór nad organizacją ruchu na drogach powiatowych;B-5;Bc;
5;55;551;5515;55152;Współpraca z właściwymi organami w zakresie bezpieczeństwa ruchu drogowego;B-5;Bc;
5;55;551;5515;55153;Oznakowania i urządzenia zabezpieczenia i organizacji ruchu drogowego (znaki drogowe i sygnalizacja drogowa, oznakowania nazw ulic);B-5;Bc;
5;55;551;5515;55154;Utrzymanie przejezdności w okresie zimowym;B-5;Bc;
5;55;551;5515;55155;Zezwolenia na przejazdy pojazdów nienormatywnych;B-5;Bc;
5;55;551;5516;;Bezpieczeństwo ruchu na drogach wojewódzkich;B-5;Bc;
5;55;551;5516;55160;Organizacja i bezpieczeństwo ruchu na drogach wojewódzkich;B-5;Bc;
5;55;551;5516;55161;Nadzór nad organizacją ruchu na drogach wojewódzkich;B-5;Bc;
5;55;551;5516;55162;Współpraca z właściwymi organami w zakresie bezpieczeństwa ruchu drogowego;B-5;Bc;
5;55;551;5516;55163;Oznakowania i urządzenia zabezpieczenia i organizacji ruchu drogowego (znaki drogowe i sygnalizacja drogowa, oznakowania nazw ulic);B-5;Bc;
5;55;551;5516;55164;Utrzymanie przejezdności w okresie zimowym;B-5;Bc;
5;55;551;5516;55165;Zezwolenia na przejazdy pojazdów nienormatywnych;B-5;Bc;
5;55;552;;;Ewidencja i rejestracja pojazdów;;;
5;55;552;5520;;Ewidencja i rejestracja pojazdów samochodowych;B-5;Bc;Okres przechowywania liczy się od daty  wyrejestrowania pojazdu lub zmiany właściwości miejscowej organu rejestrowego
5;55;552;5521;;Ewidencja innych pojazdów;B-5;Bc;
5;55;552;5522;;Przeglądy techniczne pojazdów samochodowych;B-5;Bc;
5;55;552;5523;;Zezwolenia na przeróbki pojazdów samochodowych;B-5;Bc;
5;55;552;5524;;Wydawanie i cofanie uprawnień dla diagnostów;B-50;Bc;
5;55;552;5525;;Wydawanie i cofanie uprawnień do prowadzenia stacji diagnostycznych;B-10;Bc;
5;55;552;5526;;Okresowe kontrole stacji diagnostycznych;B-3;Bc;
5;55;552;5527;;Ograniczenie zakresu badań prowadzonych przez stacje diagnostyczne;B-10;Bc;
5;55;552;5528;;Nadzór i kontrola dorożek konnych;B-5;Bc;
5;55;553;;;Uprawnienia do kierowania pojazdami;;;
5;55;553;5530;;Ewidencja, wydawanie, cofanie, zatrzymywanie i zwracanie uprawnień do kierowania pojazdami;B-5;Bc;Okres przechowywania upływa wraz ze zgonem osoby, której dotyczy
5;55;553;5531;;Nadzór nad wydawaniem i cofaniem uprawnień do kierowania pojazdami;B-5;Bc;
5;55;553;5532;;Zaświadczenia o posiadaniu pojazdu i uprawnieniu do prowadzenia pojazdu;B-5;Bc;
5;55;553;5533;;Odwołania kierowców w sprawach cofnięcia, zatrzymania prawa jazdy;B-5;Bc;
5;55;553;5534;;Szkolenie kierowców i kierujących;B-5;Bc;
5;55;553;5535;;Wzywanie kierujących pojazdami do poddania się badaniom lekarskim;B-5;Bc;
5;55;553;5536;;Wzywanie kierujących do sprawdzenia kwalifikacji;B-5;Bc;
5;55;553;5537;;Wydanie uprawnień dla egzaminatorów na prawo jazdy kat. T;B-5;Bc;
5;55;553;5538;;Egzaminy państwowe na prawa jazdy;B-50;Bc;
5;55;553;5539;;Wpisanie i skreślenie z ewidencji instruktorów;B-10;Bc;
5;55;554;;;Gospodarka i zarządzanie drogami;;;
5;55;554;5540;;Planowanie, finansowanie budowy, modernizacji ,utrzymania i ochrony dróg oraz obiektów mostowych;B-10;Bc;
5;55;554;5540;55400;Planowanie, finansowanie budowy, modernizacji dróg oraz obiektów mostowych ;B-10;Bc;
5;55;554;5540;55401;Planowanie, finansowanie w zakresie utrzymania i ochrony dróg oraz obiektów mostowych;B-10;Bc;
5;55;554;5540;55402;Planowanie i rozdział środków finansowych na utrzymanie dróg i obiektów mostowych;B-10;Bc;
5;55;554;5540;55403;Opiniowanie, uzgadnianie planów na obiekty komunikacji drogowej i inne obiekty wprowadzające ruch na drogi publiczne;B-10;Bc;
5;55;554;5541;;Budowa, modernizacja, utrzymanie i ochrona dróg oraz obiektów mostowych;B-10;Bc;
5;55;554;5541;55410;Realizacja i nadzór nad remontami i modernizacją dróg i mostów;B-10;Bc;
5;55;554;5541;55411;Realizacja i nadzór nad utrzymaniem bieżącym dróg oraz mostów;B-10;Bc;
5;55;554;5541;55412;Realizacja i nadzór nad budową dróg i mostów;B-10;Bc;
